WormBaseID,ElasticNet_Coef
WBGene00008304,1.3389651327
WBGene00008309,-0.1566619077
WBGene00008310,0.0812938136
WBGene00008315,0.1066834703
WBGene00008316,-0.0286249638
WBGene00008320,-0.4023966445
WBGene00008322,0.0353034344
WBGene00008323,-0.2667259749
WBGene00008332,0.1524859974
WBGene00008334,0.7714693401
WBGene00008336,0.3763428741
WBGene00008341,-0.658643425
WBGene00008342,-0.2410172453
WBGene00008344,0.0015906346
WBGene00008346,0.2341449777
WBGene00008348,-0.0576611659
WBGene00008349,-0.3191860298
WBGene00008352,-0.0746905188
WBGene00008353,0.0668925402
WBGene00008354,-0.0480132801
WBGene00008356,-0.147837068
WBGene00008357,-0.9393307285
WBGene00008358,-1.6185819357
WBGene00008359,-0.9537377746
WBGene00008360,-0.5569264914
WBGene00008364,-0.178795887
WBGene00008368,0.2302737433
WBGene00008369,-0.760963333
WBGene00008370,0.0046118826
WBGene00008379,-0.1136447905
WBGene00008384,-0.1499076454
WBGene00008387,-0.1660498995
WBGene00008388,0.220047111
WBGene00008390,-0.0803387441
WBGene00008392,-0.5117014565
WBGene00008395,-0.7443643985
WBGene00008396,0.2336216682
WBGene00008399,-0.2409299392
WBGene00008400,0.1064866036
WBGene00008403,-0.7250031766
WBGene00008405,0.0748222596
WBGene00008407,-0.2769965704
WBGene00008408,-0.006258723
WBGene00008414,-0.0275438379
WBGene00008415,-0.3023191636
WBGene00008417,-0.0273714657
WBGene00008418,0.0635828998
WBGene00008421,-0.5165491952
WBGene00008423,0.2918938089
WBGene00008425,-0.3914079396
WBGene00008426,-0.0382581439
WBGene00008427,-0.4558224406
WBGene00008432,-0.1317482225
WBGene00008433,0.2124617753
WBGene00008435,-0.8941226022
WBGene00008438,-0.1335313817
WBGene00008439,0.0330996072
WBGene00008440,-0.0536744107
WBGene00008441,0.0099187726
WBGene00008442,0.0406390157
WBGene00008443,-0.1627246143
WBGene00008444,0.1364729466
WBGene00008447,0.1085076729
WBGene00008448,0.0434657334
WBGene00008449,-0.4270744871
WBGene00008450,0.0197022762
WBGene00008454,0.2208630767
WBGene00008457,0.0876097414
WBGene00008459,0.1358350354
WBGene00008460,0.5656383207
WBGene00008464,-0.3261824242
WBGene00008476,0.0943030253
WBGene00008482,-0.1249462874
WBGene00008483,-0.9258046617
WBGene00008484,0.4403555088
WBGene00008486,-0.1268654588
WBGene00008490,1.3872515528
WBGene00008492,0.2467527106
WBGene00008493,0.0182039618
WBGene00008494,0.8680050836
WBGene00008495,0.474190138
WBGene00008496,-0.440518029
WBGene00008498,0.1951407245
WBGene00008499,0.1585933811
WBGene00008500,-0.1240263439
WBGene00008508,-0.3409001307
WBGene00008510,-0.4169999143
WBGene00008511,0.3523471903
WBGene00008521,-0.1650812808
WBGene00008522,-0.0908989748
WBGene00008537,0.1673332433
WBGene00008538,-0.5633831364
WBGene00008541,-0.4469538187
WBGene00008542,-0.1216363673
WBGene00008548,1.2617359569
WBGene00008553,-0.1830283866
WBGene00008554,-0.0861743786
WBGene00008556,0.0865402162
WBGene00008560,-0.5696881683
WBGene00008563,-0.5591814708
WBGene00008565,1.0438878905
WBGene00008566,0.687817109
WBGene00008567,-0.6268119167
WBGene00008568,0.4353020508
WBGene00008577,-0.5144115991
WBGene00008578,1.0876449318
WBGene00008579,-0.0367140315
WBGene00008581,0.1426496945
WBGene00008582,-0.3091410102
WBGene00008583,-0.0559250798
WBGene00008584,-0.3091350649
WBGene00008586,0.1505363701
WBGene00008588,-0.1543986657
WBGene00008589,-0.0123472397
WBGene00008593,0.1920484831
WBGene00008595,-0.2685993375
WBGene00008596,0.5381086224
WBGene00008598,0.5160654778
WBGene00008603,0.3288854145
WBGene00008610,-0.2461037253
WBGene00008613,0.0874052179
WBGene00008615,0.3706332981
WBGene00008620,-0.0813800752
WBGene00008621,-0.4002939017
WBGene00008622,0.0112005704
WBGene00008629,0.2199112481
WBGene00008631,0.0695935774
WBGene00008634,-0.2074519452
WBGene00008639,-0.1665133305
WBGene00008640,0.0408859717
WBGene00008644,0.0916408751
WBGene00008646,-0.1621101914
WBGene00008647,0.4537791436
WBGene00008649,0.2984417663
WBGene00008650,0.4510920891
WBGene00008652,0.3689348352
WBGene00008655,0.49163662
WBGene00008656,-0.1308037729
WBGene00008660,-0.1573483461
WBGene00008661,-0.0016443941
WBGene00008677,0.014674885
WBGene00008680,0.1197612113
WBGene00008681,-0.6603407028
WBGene00008684,-0.0037518178
WBGene00008690,-1.321668753
WBGene00008691,0.0760653659
WBGene00008692,0.1326477817
WBGene00008693,0.1777133106
WBGene00008708,-0.2922467097
WBGene00008709,0.3343359475
WBGene00008710,-0.1653420664
WBGene00008711,-0.0376646557
WBGene00008712,-0.1713501846
WBGene00008719,-0.0200660454
WBGene00008725,-0.1489598285
WBGene00008727,-0.1160392962
WBGene00008730,0.4592590641
WBGene00008731,-0.2403501686
WBGene00008732,-0.1171169257
WBGene00008740,0.0111203106
WBGene00008741,-0.3217144318
WBGene00008742,0.2224800207
WBGene00008744,-0.1005154081
WBGene00008746,0.0187802068
WBGene00008747,-0.0298921514
WBGene00008749,-0.3423341968
WBGene00008758,0.018828034
WBGene00008761,-0.1977695803
WBGene00008762,0.0990890648
WBGene00008766,0.2407877156
WBGene00008770,-0.0103150248
WBGene00008782,-0.1271590493
WBGene00008783,-0.2039059486
WBGene00008784,-0.1092313532
WBGene00008789,-0.0366119675
WBGene00008792,-0.1389482824
WBGene00008795,0.1690588965
WBGene00008797,0.1784145384
WBGene00008799,-0.4709653505
WBGene00008802,0.4754283702
WBGene00008805,0.0228905955
WBGene00008806,-0.1857659768
WBGene00008809,-0.0056396351
WBGene00008810,-0.4189145192
WBGene00008819,-0.0460553356
WBGene00008823,-0.1398962882
WBGene00008825,-0.0578202021
WBGene00008829,0.4308058029
WBGene00008831,-0.1489840592
WBGene00008838,0.1424121145
WBGene00008840,-0.1683208724
WBGene00008843,-0.3830039755
WBGene00008844,-0.0631784135
WBGene00008849,-0.031047167
WBGene00008850,0.0184314407
WBGene00008851,-0.417008967
WBGene00008858,0.3957433022
WBGene00008860,-0.0456513632
WBGene00008862,0.2439101755
WBGene00008863,-0.3760754064
WBGene00008865,-0.0015678357
WBGene00008874,0.6952021098
WBGene00008880,-0.0259301009
WBGene00008889,-0.2524655091
WBGene00008890,-0.0234426597
WBGene00008900,-0.1170589151
WBGene00008904,-1.0682722565
WBGene00008905,-0.0741941077
WBGene00008910,-0.3654246636
WBGene00008914,-0.0900332633
WBGene00008916,-0.495874828
WBGene00008917,0.4384957698
WBGene00008924,-0.1546384606
WBGene00008929,-0.0199196421
WBGene00008932,-0.0572729159
WBGene00008933,0.1250753132
WBGene00008939,0.1970515955
WBGene00008944,-0.0818716851
WBGene00008945,0.3157830854
WBGene00008951,0.0649485154
WBGene00008953,-0.3906345886
WBGene00008955,0.2638624466
WBGene00008958,0.4254379283
WBGene00008961,0.2797401773
WBGene00008964,0.3139205052
WBGene00008969,-0.1061375748
WBGene00008970,0.0828081154
WBGene00008971,0.4201342765
WBGene00008978,-0.5115810539
WBGene00008979,-0.1628150302
WBGene00008980,-0.0882535234
WBGene00008985,-0.4904027707
WBGene00008986,-0.1552388496
WBGene00008988,-0.4968926615
WBGene00008991,-0.2702988969
WBGene00008993,0.3057585174
WBGene00008994,0.1645591901
WBGene00008995,-0.0484766428
WBGene00008997,-0.3837579994
WBGene00009001,0.5325927032
WBGene00009002,-0.0733638974
WBGene00009008,0.1097819428
WBGene00009009,-0.0227106659
WBGene00009016,-0.2209942487
WBGene00009020,-0.2182133913
WBGene00009025,-0.1479767387
WBGene00009026,0.1466570471
WBGene00009028,0.0366989431
WBGene00009031,0.7736677242
WBGene00009042,0.551066244
WBGene00009048,-0.5405490698
WBGene00009054,-0.2349386728
WBGene00009056,-0.2880891247
WBGene00009061,0.455382878
WBGene00009068,-0.0025986908
WBGene00009069,-0.203064712
WBGene00009070,0.6123510144
WBGene00009071,0.0151262747
WBGene00009075,-0.0549815177
WBGene00009077,-0.5564909745
WBGene00009079,0.6660344474
WBGene00009081,0.0417530385
WBGene00009086,-0.5485370292
WBGene00009087,0.03720289
WBGene00009089,-0.7725157562
WBGene00009091,-0.4816025451
WBGene00009094,-1.2099499597
WBGene00009097,-0.6610123446
WBGene00009100,0.6055917136
WBGene00009101,0.4262189742
WBGene00009102,-0.3813448269
WBGene00009104,-0.0529838631
WBGene00009109,0.0387601621
WBGene00009110,-0.5335320685
WBGene00009125,1.0266251797
WBGene00009128,-0.2685032177
WBGene00009129,0.4803202861
WBGene00009137,-0.383471149
WBGene00009139,0.0701169869
WBGene00009143,0.5222553605
WBGene00009144,0.22013455
WBGene00009146,-0.4372215404
WBGene00009149,0.0404752141
WBGene00009154,-0.3393063969
WBGene00009155,0.6768820423
WBGene00009156,-1.1539907882
WBGene00009160,-0.0004451143
WBGene00009166,0.2615059721
WBGene00009167,0.086367189
WBGene00009168,0.4844935031
WBGene00009170,0.022538374
WBGene00009176,0.0573766196
WBGene00009182,-0.2772345363
WBGene00009192,-0.1735030347
WBGene00009202,0.1755245273
WBGene00009204,0.3549576349
WBGene00009212,-0.2269030547
WBGene00009213,0.9537362719
WBGene00009216,0.5999139365
WBGene00009218,0.3855995193
WBGene00009221,0.4434963241
WBGene00009222,0.0412470394
WBGene00009224,0.0949612703
WBGene00009226,0.1180655922
WBGene00009237,0.0286243487
WBGene00009239,0.1717436157
WBGene00009243,-0.0337664304
WBGene00009250,0.2161347234
WBGene00009255,0.1157555412
WBGene00009260,-0.6407221932
WBGene00009269,0.6004472428
WBGene00009271,-1.1690511039
WBGene00009274,0.5288365952
WBGene00009280,-0.5331668616
WBGene00009291,0.7463132504
WBGene00009293,0.4712380418
WBGene00009295,-0.5150699932
WBGene00009297,0.0058700953
WBGene00009299,0.0417119706
WBGene00009300,-0.0430586691
WBGene00009302,0.4181849555
WBGene00009304,-0.9272893437
WBGene00009310,0.09810675
WBGene00009311,-0.202525135
WBGene00009314,0.1748957492
WBGene00009320,-0.0389435128
WBGene00009321,0.4447910559
WBGene00009330,-0.0650301021
WBGene00009333,-0.3065883763
WBGene00009335,-0.1110641219
WBGene00009337,-0.5010422871
WBGene00009340,0.0381350026
WBGene00009343,-0.030794813
WBGene00009344,0.1127443222
WBGene00009346,-0.2614888649
WBGene00009347,0.1028345904
WBGene00009349,1.0094855306
WBGene00009354,-0.3912130402
WBGene00009355,0.4048195205
WBGene00009368,0.101271284
WBGene00009371,0.3781203153
WBGene00009372,0.0646331654
WBGene00009375,0.0685234737
WBGene00009377,0.0196440942
WBGene00009382,-0.0422064676
WBGene00009383,0.0524336563
WBGene00009384,-0.2210996709
WBGene00009387,-0.001833635
WBGene00009388,0.1421032774
WBGene00009396,-0.1800948573
WBGene00009397,-0.1290878606
WBGene00009401,0.6174864161
WBGene00009403,0.0572875002
WBGene00009406,-0.0937694086
WBGene00009413,0.0979078949
WBGene00009416,0.0180196857
WBGene00009417,-0.2880223492
WBGene00009420,0.6666419187
WBGene00009421,0.8328853365
WBGene00009424,0.3067686655
WBGene00009426,0.0034891692
WBGene00009427,-0.9655002419
WBGene00009428,-0.4086233797
WBGene00009429,0.678170759
WBGene00009431,-0.2336202864
WBGene00009433,0.0364923152
WBGene00009434,0.2843153676
WBGene00009443,0.6704201457
WBGene00009447,-0.7207578647
WBGene00009450,0.0781787423
WBGene00009457,0.3902358678
WBGene00009461,-0.4997249644
WBGene00009463,0.4532199503
WBGene00009465,0.1114635286
WBGene00009466,1.7966709041
WBGene00009468,0.1024437276
WBGene00009469,0.254323791
WBGene00009470,0.0572826492
WBGene00009475,-0.0779683083
WBGene00009476,-0.0692059026
WBGene00009480,-0.155604261
WBGene00009482,-0.2664105045
WBGene00009484,1.2322910732
WBGene00009485,-0.7519428878
WBGene00009487,0.2034267338
WBGene00009488,0.8984241963
WBGene00009489,0.1464061252
WBGene00009490,0.1153226458
WBGene00009493,-0.1705617966
WBGene00009497,-0.0404289861
WBGene00009501,0.3209905774
WBGene00009504,0.9577111984
WBGene00009511,-0.1206111406
WBGene00009512,0.730115823
WBGene00009513,-0.2613378734
WBGene00009514,-0.2364300928
WBGene00009518,0.3822304862
WBGene00009521,-0.0182725115
WBGene00009523,0.1687468221
WBGene00009526,-0.5005494711
WBGene00009528,0.1045316478
WBGene00009531,-0.9271246016
WBGene00009533,-0.1892795399
WBGene00009534,0.0952223146
WBGene00009539,-0.7783682763
WBGene00009544,0.1117006989
WBGene00009546,-0.684986929
WBGene00009548,-0.0581425021
WBGene00009550,-0.1186796436
WBGene00009552,-0.1544124758
WBGene00009553,0.0639602324
WBGene00009557,0.0113271223
WBGene00009572,0.7724857012
WBGene00009576,-0.363728364
WBGene00009577,0.4554391724
WBGene00009581,0.3551323696
WBGene00009589,0.1789101042
WBGene00009592,-0.1646884319
WBGene00009605,0.1298999115
WBGene00009606,0.004949005
WBGene00009617,0.5650826453
WBGene00009618,0.1228758895
WBGene00009620,0.6523017684
WBGene00009621,-0.4736805926
WBGene00009624,-0.0314313392
WBGene00009628,-0.0800083539
WBGene00009632,-0.1036028701
WBGene00009634,-0.6298052797
WBGene00009636,1.0210151977
WBGene00009639,-0.007563489
WBGene00009640,-0.0384934318
WBGene00009641,0.323246786
WBGene00009642,0.5990443919
WBGene00009643,-0.6680143066
WBGene00009644,0.1022914484
WBGene00009645,-0.1338983806
WBGene00009648,0.1303382793
WBGene00009651,-0.1231623549
WBGene00009653,-1.3885443201
WBGene00009657,0.1480677535
WBGene00009658,-0.2242092891
WBGene00009662,0.3534245077
WBGene00009677,-0.9067810703
WBGene00009679,-0.2141728369
WBGene00009680,0.0754034241
WBGene00009681,0.3192331749
WBGene00009682,0.347600606
WBGene00009683,0.0544669954
WBGene00009691,0.2024001541
WBGene00009692,0.6482288902
WBGene00009695,0.0973242299
WBGene00009697,0.3259386791
WBGene00009698,-0.1616772017
WBGene00009702,-0.2156112761
WBGene00009705,-0.3482631532
WBGene00009706,1.5378451013
WBGene00009709,0.0824517593
WBGene00009710,0.2890254683
WBGene00009713,-1.0391660835
WBGene00009723,0.4270776796
WBGene00009726,-0.3839469481
WBGene00009729,0.3803450402
WBGene00009730,0.0742599979
WBGene00009735,0.3461910366
WBGene00009740,0.0376170269
WBGene00009743,-0.3390141258
WBGene00009745,-0.0063057952
WBGene00009750,0.7939507886
WBGene00009755,-0.0688306863
WBGene00009758,0.0440406379
WBGene00009769,0.2298686472
WBGene00009773,-0.5137036498
WBGene00009777,-0.0777269054
WBGene00009778,-0.5092569977
WBGene00009781,-0.3857342762
WBGene00009785,0.0117089079
WBGene00009787,-1.1338108118
WBGene00009788,-0.4298115607
WBGene00009791,0.0423761429
WBGene00009797,0.2819790751
WBGene00009800,-0.4979901095
WBGene00009801,0.1089100409
WBGene00009803,0.206346961
WBGene00009805,-0.6382925887
WBGene00009813,-0.0087728206
WBGene00009816,-0.7956328638
WBGene00009820,-0.5436430196
WBGene00009823,-0.5837698629
WBGene00009824,0.2759915506
WBGene00009825,-0.2545513846
WBGene00009831,0.1691659881
WBGene00009835,0.1134418932
WBGene00009839,0.2281469563
WBGene00009840,-0.36687805
WBGene00009843,-0.2193125866
WBGene00009846,-0.321467296
WBGene00009850,-0.1362970262
WBGene00009851,0.2232032889
WBGene00009861,-0.0024184099
WBGene00009865,-0.1269258902
WBGene00009876,-0.5391853076
WBGene00009879,-0.1419530535
WBGene00009883,-0.4064505913
WBGene00009884,0.3767709184
WBGene00009885,-0.0367271703
WBGene00009887,0.0086873565
WBGene00009895,0.2567078219
WBGene00009898,0.1787379762
WBGene00009899,-0.6660904559
WBGene00009902,-0.424511222
WBGene00009903,-0.3414345217
WBGene00009908,0.0658523131
WBGene00009914,0.0930294912
WBGene00009926,-0.0633748425
WBGene00009927,-0.0004552669
WBGene00009929,-1.0410588575
WBGene00009937,0.0439095964
WBGene00009938,0.0778574497
WBGene00009939,-0.7469568545
WBGene00009941,0.449836307
WBGene00009945,0.3016137103
WBGene00009948,0.0656907234
WBGene00009949,-0.0252726393
WBGene00009953,-0.3545548787
WBGene00009956,-0.2485830556
WBGene00009958,0.5027936027
WBGene00009962,-0.1173406274
WBGene00009963,-1.5095118809
WBGene00009964,-0.1892429951
WBGene00009968,0.0938763711
WBGene00009969,0.868236309
WBGene00009971,-0.5802259923
WBGene00009976,0.0815595968
WBGene00009982,-0.1883804263
WBGene00009984,-0.8344528133
WBGene00009988,0.1514456795
WBGene00010001,-0.060029518
WBGene00010004,0.2630636063
WBGene00010005,0.3345344975
WBGene00010006,0.0417373285
WBGene00010008,-0.2414065119
WBGene00010011,0.1247021599
WBGene00010019,-0.469312973
WBGene00010028,0.2851558732
WBGene00010031,0.0505390619
WBGene00010034,0.2768551897
WBGene00010036,-0.1369704048
WBGene00010039,0.1063583502
WBGene00010045,0.8290734113
WBGene00010046,0.2222872167
WBGene00010047,0.2413766982
WBGene00010050,-0.312709163
WBGene00010057,-0.4948725133
WBGene00010058,0.0528229977
WBGene00010059,-0.2968500684
WBGene00010062,0.164398639
WBGene00010064,-0.1700178111
WBGene00010065,0.1040274161
WBGene00010066,0.0829198227
WBGene00010071,0.3853521298
WBGene00010077,-0.4580507106
WBGene00010079,0.3856795431
WBGene00010081,-0.1212814929
WBGene00010082,0.1642839452
WBGene00010086,-0.0338456104
WBGene00010087,0.3891491108
WBGene00010100,-0.2181677634
WBGene00010102,-0.3948900587
WBGene00010109,0.3361650486
WBGene00010110,-0.0154465162
WBGene00010114,0.1617430623
WBGene00010117,-0.1039859527
WBGene00010118,0.0183123883
WBGene00010120,-0.1622455765
WBGene00010123,0.1240947722
WBGene00010125,-1.1145072131
WBGene00010126,-0.3076912493
WBGene00010127,-0.1251701338
WBGene00010133,-0.0022081169
WBGene00010134,-0.2733133583
WBGene00010136,0.0005348943
WBGene00010140,0.0997061055
WBGene00010142,0.6540677622
WBGene00010148,0.1862716114
WBGene00010149,-0.3207731927
WBGene00010150,0.0919374017
WBGene00010155,0.2126067802
WBGene00010163,0.3043256201
WBGene00010169,0.593979831
WBGene00010175,-0.4221181146
WBGene00010177,0.3288690331
WBGene00010183,-0.2128763228
WBGene00010185,-0.4499620728
WBGene00010189,-0.196412456
WBGene00010192,-0.1912202383
WBGene00010193,-0.1558312846
WBGene00010196,0.1903499973
WBGene00010200,0.3955223022
WBGene00010209,-0.1057993774
WBGene00010212,0.3394177835
WBGene00010214,-0.0852521097
WBGene00010215,-0.0453249119
WBGene00010216,-0.0401105454
WBGene00010223,0.2237786513
WBGene00010225,1.2148634891
WBGene00010226,-0.0204770072
WBGene00010234,-0.031396419
WBGene00010239,0.2771248661
WBGene00010241,0.0138945567
WBGene00010242,-0.0367097276
WBGene00010246,0.3778788473
WBGene00010254,-0.2456236771
WBGene00010256,-0.7512389292
WBGene00010263,0.0468285836
WBGene00010267,0.2136231035
WBGene00010268,0.1706857972
WBGene00010269,0.4001771585
WBGene00010274,0.0098846593
WBGene00010277,0.0266330989
WBGene00010282,0.190814388
WBGene00010283,-0.1344474803
WBGene00010285,0.1262430307
WBGene00010288,-0.0056708615
WBGene00010293,-0.1810157934
WBGene00010294,0.4874858292
WBGene00010295,0.1959448675
WBGene00010296,-0.5171977154
WBGene00010300,-0.2911560992
WBGene00010309,-0.0259764925
WBGene00010310,-0.5144078275
WBGene00010315,0.4139353166
WBGene00010320,-0.2458719828
WBGene00010321,-0.1136141473
WBGene00010323,0.5248356979
WBGene00010328,-0.0973620504
WBGene00010329,-0.1105241978
WBGene00010332,-0.1363058793
WBGene00010334,-0.7516096336
WBGene00010341,0.6537212172
WBGene00010342,-0.252830777
WBGene00010348,0.0613157478
WBGene00010354,-0.0597062235
WBGene00010356,-0.0575986812
WBGene00010357,-0.1691252117
WBGene00010364,-0.4946456642
WBGene00010365,-0.040129556
WBGene00010366,-0.8304965626
WBGene00010367,-0.0174520276
WBGene00010373,0.0581017518
WBGene00010374,-0.6757082671
WBGene00010375,0.4480061957
WBGene00010383,-0.0450477794
WBGene00010386,0.1544754034
WBGene00010396,0.0033105086
WBGene00010397,0.2392349093
WBGene00010411,-0.374162363
WBGene00010421,1.2276236068
WBGene00010422,-0.260638686
WBGene00010426,-0.0602489263
WBGene00010434,0.7298692777
WBGene00010436,0.0179264359
WBGene00010439,0.1764431735
WBGene00010442,0.2211978653
WBGene00010446,0.3303670855
WBGene00010450,0.024979426
WBGene00010453,-0.012037982
WBGene00010454,0.3098875389
WBGene00010459,-0.0775304758
WBGene00010460,0.3526908213
WBGene00010461,-0.2409505429
WBGene00010470,-0.1515918889
WBGene00010472,-0.2232819592
WBGene00010475,0.2720658798
WBGene00010477,-0.6825872843
WBGene00010481,-0.2326805477
WBGene00010485,0.8754982883
WBGene00010486,0.0011018706
WBGene00010488,0.2555610656
WBGene00010492,-0.2946046132
WBGene00010495,-0.0872830796
WBGene00010497,0.3020936103
WBGene00010507,0.5533393411
WBGene00010508,0.2589632783
WBGene00010509,-0.0010446158
WBGene00010516,-0.7216391077
WBGene00010519,0.450508405
WBGene00010520,-0.0782460905
WBGene00010522,-0.4689697868
WBGene00010524,-0.1951026927
WBGene00010525,0.3699364199
WBGene00010528,0.3318442261
WBGene00010531,-0.1204749266
WBGene00010537,0.246973357
WBGene00010538,-0.5849995408
WBGene00010540,-0.0406333664
WBGene00010541,-0.510779004
WBGene00010546,0.0047644318
WBGene00010553,-0.1794499236
WBGene00010555,-0.0257660208
WBGene00010558,-0.2281201898
WBGene00010567,0.2839422135
WBGene00010568,-0.9367446222
WBGene00010569,-0.3112034915
WBGene00010573,0.2482922223
WBGene00010574,0.4532130277
WBGene00010575,0.3416058988
WBGene00010580,-0.0133102953
WBGene00010585,-0.8573855135
WBGene00010587,-0.5910776907
WBGene00010593,-0.6241951081
WBGene00010597,-0.0264668248
WBGene00010606,-0.7240542974
WBGene00010610,-0.5121248684
WBGene00010613,0.7403583045
WBGene00010617,-0.5418307399
WBGene00010623,-0.4478843093
WBGene00010628,-0.0725075087
WBGene00010630,0.544621633
WBGene00010632,0.8107525749
WBGene00010634,-0.3342521089
WBGene00010637,-0.3509097218
WBGene00010645,-0.1092656542
WBGene00010646,0.3770268863
WBGene00010649,0.0441902078
WBGene00010650,0.011383743
WBGene00010651,0.2890581722
WBGene00010657,0.7738535024
WBGene00010659,-0.6420737728
WBGene00010661,-0.0352812066
WBGene00010663,0.0701536913
WBGene00010666,0.0958477361
WBGene00010682,-0.5570667984
WBGene00010684,-0.168017209
WBGene00010689,-0.5642815123
WBGene00010691,-0.1427966671
WBGene00010700,0.0991417332
WBGene00010704,-0.2173563678
WBGene00010705,0.8007400616
WBGene00010706,0.2056419562
WBGene00010707,-0.0778453571
WBGene00010708,-0.1668059901
WBGene00010709,0.0261314359
WBGene00010713,0.0145731938
WBGene00010719,0.1596294801
WBGene00010722,1.1339605987
WBGene00010723,0.9738443598
WBGene00010726,0.4446721284
WBGene00010727,-0.172291742
WBGene00010728,0.113083042
WBGene00010735,0.0049268762
WBGene00010738,-0.2808128694
WBGene00010740,-0.4814280612
WBGene00010742,0.6779546199
WBGene00010744,-0.3643610767
WBGene00010745,0.3498800067
WBGene00010746,-0.9517725499
WBGene00010747,-0.1595856659
WBGene00010750,-0.6312772394
WBGene00010754,0.2765402947
WBGene00010755,0.3011432148
WBGene00010756,0.0604178424
WBGene00010757,0.2946224938
WBGene00010759,-0.2762062928
WBGene00010768,0.3888422596
WBGene00010770,0.237541115
WBGene00010771,-0.4062727005
WBGene00010772,-0.3594059696
WBGene00010773,-0.2204723028
WBGene00010774,-0.001366869
WBGene00010776,0.2732472732
WBGene00010779,-0.6995827933
WBGene00010781,-0.0282132913
WBGene00010786,0.6861648364
WBGene00010788,-0.5194272458
WBGene00010789,-0.0715590915
WBGene00010790,0.1909827758
WBGene00010793,-0.3375195733
WBGene00010795,0.1517933944
WBGene00010799,0.4181266397
WBGene00010803,0.0355729199
WBGene00010805,-0.3295924751
WBGene00010812,-0.1564400963
WBGene00010814,0.1161193006
WBGene00010825,0.2623476158
WBGene00010831,-0.4137602016
WBGene00010833,0.2240335373
WBGene00010834,0.0064952853
WBGene00010836,-0.8539405624
WBGene00010838,0.0632975102
WBGene00010839,0.0867127268
WBGene00010846,0.2032535952
WBGene00010847,-0.1746768519
WBGene00010850,-0.3861964693
WBGene00010856,-0.116385908
WBGene00010858,0.220705698
WBGene00010865,0.1372900302
WBGene00010868,-0.2638699546
WBGene00010869,0.0394336377
WBGene00010870,0.3459554953
WBGene00010871,0.5828913997
WBGene00010872,0.1878202357
WBGene00010873,0.2781494073
WBGene00010876,0.4718386921
WBGene00010877,-0.52457231
WBGene00010883,-0.5742951164
WBGene00010885,-0.1824311532
WBGene00010886,-0.1772172618
WBGene00010887,-0.9874644483
WBGene00010888,-0.0128576462
WBGene00010893,0.0054064067
WBGene00010901,-0.048815452
WBGene00010904,-0.1529132108
WBGene00010905,-0.0674083535
WBGene00010906,0.6444831893
WBGene00010907,0.7335243952
WBGene00010909,-0.148189734
WBGene00010920,-0.3640125238
WBGene00010928,0.2981516722
WBGene00010931,0.4696482581
WBGene00010935,-0.3108025562
WBGene00010936,-0.0632050828
WBGene00010940,-0.5331367679
WBGene00010944,0.4230793959
WBGene00010945,0.0276791823
WBGene00010947,-0.4031235715
WBGene00010951,0.2233504949
WBGene00010953,-0.8226324907
WBGene00010957,-0.3698262612
WBGene00010958,-1.0020735401
WBGene00010959,-0.2113099565
WBGene00010960,-0.1241407779
WBGene00010961,-0.1919466553
WBGene00010962,-0.2112512024
WBGene00010963,-0.0029739615
WBGene00010964,-0.2112462839
WBGene00010965,-0.2112210407
WBGene00010966,0.1816895095
WBGene00010967,-0.2111698096
WBGene00010968,0.0138100405
WBGene00010971,-0.1414891735
WBGene00010972,0.0445395748
WBGene00010974,0.5153028843
WBGene00010976,-1.442868294
WBGene00010980,0.6344644157
WBGene00010981,-0.3294536626
WBGene00010982,-0.771500805
WBGene00010989,-0.8056165762
WBGene00010994,-0.6103067939
WBGene00010998,0.6349370389
WBGene00011000,-0.5831130228
WBGene00011003,0.5513286815
WBGene00011006,0.0648805356
WBGene00011009,-0.1085619575
WBGene00011018,-0.2127435111
WBGene00011026,-0.8477938522
WBGene00011030,0.2275555436
WBGene00011047,0.0121655246
WBGene00011052,-0.1243901168
WBGene00011055,-0.2766993504
WBGene00011059,-0.5527908045
WBGene00011060,0.3499613827
WBGene00011062,-0.316232725
WBGene00011063,0.0918675572
WBGene00011065,-0.7258904261
WBGene00011067,0.0596125337
WBGene00011072,1.0215288041
WBGene00011073,0.8519332387
WBGene00011081,-0.2581490792
WBGene00011083,0.115936057
WBGene00011089,0.9268299078
WBGene00011093,-0.4698706201
WBGene00011094,-1.5919701119
WBGene00011095,-1.3085186063
WBGene00011100,-0.0654240762
WBGene00011103,-0.9245977775
WBGene00011104,-0.2997428404
WBGene00011105,0.005238186
WBGene00011107,-0.1204700342
WBGene00011108,-1.3830205751
WBGene00011112,-1.1117326666
WBGene00011114,0.0011750102
WBGene00011120,0.4326204893
WBGene00011129,0.1369218019
WBGene00011130,0.1576617381
WBGene00011131,0.2629466119
WBGene00011133,-0.7319701194
WBGene00011139,0.0737485937
WBGene00011145,0.1533144118
WBGene00011147,0.2167056859
WBGene00011152,-0.1972218189
WBGene00011153,0.3958905576
WBGene00011154,-0.0439090642
WBGene00011161,0.5993545444
WBGene00011162,-0.2754626244
WBGene00011167,0.1236400519
WBGene00011171,-0.0006553433
WBGene00011172,-0.3708103661
WBGene00011173,-0.0127968291
WBGene00011174,0.1717827675
WBGene00011176,0.2206771098
WBGene00011179,-0.0171908185
WBGene00011181,-0.9071862169
WBGene00011184,-0.2047845135
WBGene00011185,1.3025947951
WBGene00011189,0.1177962659
WBGene00011190,0.2187222798
